5 9 14 20 24 30 33 40 44 49 55 60 65 70 72 80
5 10 15 20 25 30 34 40 45 50 55 58 65 70 75 80
5 10 15 20 25 29 35 40 45 50 55 56 62 70 75 80
5 10 15 20 25 30 35 39 45 49 55 60 64 70 73 80
5 10 15 20 25 30 33 38 44 50 51 58 65 68 74 80
5 10 15 20 25 30 32 39 41 48 51 60 64 69 73 80
5 10 15 20 25 30 34 37 45 50 54 59 64 70 75 80
5 10 15 20 23 30 35 39 42 49 55 60 63 70 72 80
3 6 13 19 24 30 34 40 43 48 55 60 64 70 75 80
3 6 12 17 23 30 34 40 41 47 55 60 65 70 72 80
5 10 15 20 25 29 35 40 45 50 55 56 64 70 74 78
5 10 15 20 25 28 34 40 44 50 55 60 64 70 75 80
5 7 15 20 25 30 35 40 43 48 55 60 65 69 75 80
4 6 13 19 24 30 34 40 45 48 55 58 64 70 75 80
5 10 15 20 24 26 35 40 44 50 55 60 64 70 73 80
4 10 14 20 24 26 31 40 45 46 51 60 62 70 72 80
5 10 15 20 25 29 34 39 45 49 53 60 65 70 75 80
1 10 11 20 22 30 34 40 44 49 55 60 62 70 72 80
3 6 12 17 23 30 34 40 45 49 55 60 64 70 75 80
2 6 11 16 22 30 34 39 41 49 55 60 65 70 72 80
5 9 15 20 25 30 33 40 45 50 52 60 64 70 75 80
2 7 12 20 22 30 31 40 44 50 52 60 62 69 72 80
5 10 15 20 25 28 33 40 45 50 55 60 65 70 75 76
5 10 15 20 25 30 33 37 45 50 54 60 65 69 75 80
5 8 15 20 24 29 34 40 45 49 55 60 63 70 75 80
3 6 12 18 23 30 34 39 45 50 55 60 62 70 75 80
4 6 15 20 25 30 33 39 45 50 53 59 65 70 75 80
5 10 15 20 25 30 34 40 45 48 54 57 65 70 75 80
3 8 13 20 23 27 35 40 43 50 55 56 63 70 75 80
3 8 13 20 23 29 35 37 45 50 55 60 62 70 72 80
5 10 15 20 25 30 34 39 43 50 53 59 65 67 75 78
2 6 12 16 22 30 31 38 41 49 51 60 64 68 73 80
4 6 15 19 24 30 33 37 45 50 53 59 64 70 75 80
5 10 15 20 23 30 35 39 42 48 55 60 64 70 72 80
3 6 13 20 24 30 34 40 43 48 55 60 65 70 75 80
4 6 15 18 24 30 34 39 44 50 52 57 65 70 73 80
4 8 13 20 24 26 35 39 44 50 55 60 62 70 73 80
4 8 14 20 24 29 33 40 45 50 55 60 64 70 75 80
1 6 11 16 22 28 34 40 45 49 55 60 62 70 75 80
5 6 15 20 25 29 33 40 45 48 55 59 64 70 75 80
5 10 15 20 25 27 35 37 42 50 55 59 65 70 73 80
5 10 15 20 24 30 31 39 45 50 53 60 64 69 75 80
3 6 13 17 23 28 34 40 45 50 55 60 65 70 73 79
5 10 15 20 25 30 34 40 45 49 55 58 65 70 75 80
2 6 11 18 23 30 34 37 45 49 55 60 62 70 74 80
3 6 13 19 24 30 34 40 44 49 55 60 64 70 75 80
5 7 15 20 25 30 34 40 42 48 55 60 65 70 72 80
3 6 13 18 23 30 34 38 45 50 55 59 63 70 75 80
2 6 12 20 23 30 33 38 45 50 53 60 63 68 73 80
4 6 14 20 24 30 34 40 45 49 55 57 64 70 75 80
4 8 15 20 25 29 33 39 44 48 55 60 65 70 75 80
3 6 13 20 24 29 34 40 45 50 55 60 63 70 75 80
3 6 12 17 23 30 34 40 45 48 55 59 63 70 75 80
5 6 14 20 24 30 34 40 41 49 55 60 65 70 72 80
5 9 15 20 24 27 35 40 41 50 55 56 62 70 75 80
5 10 15 20 25 30 34 39 45 50 55 59 64 70 75 79
4 6 15 18 24 28 34 39 44 50 55 60 65 67 74 80
5 10 15 20 24 30 31 40 42 50 52 60 65 66 75 80
5 7 15 20 24 30 34 40 44 49 55 60 65 70 75 80
3 6 14 20 24 30 35 37 45 49 55 60 63 70 74 80
5 10 15 20 25 30 32 40 45 50 53 60 65 69 75 80
5 10 15 20 24 30 34 40 42 46 55 60 65 70 72 80
4 8 13 20 23 26 35 40 44 50 55 59 62 70 74 79
5 8 15 20 25 30 35 40 43 48 55 60 65 70 75 80
3 6 14 19 24 30 34 38 45 50 55 60 64 70 75 80
5 8 15 20 24 29 34 40 45 49 55 60 65 70 73 80
3 6 13 18 24 30 34 40 45 49 55 58 64 70 75 80
5 6 15 20 25 30 34 40 44 49 55 60 65 70 75 80
3 6 14 19 24 30 31 37 45 50 51 60 62 69 74 80
3 6 12 18 24 29 34 40 44 48 54 59 64 69 75 80
5 10 15 20 24 28 35 37 45 50 55 58 64 70 75 79
5 10 15 20 25 30 35 40 42 49 55 60 65 70 75 80
3 6 14 18 24 30 33 40 45 50 53 58 64 70 75 80
4 7 15 20 24 29 34 40 41 49 55 60 65 70 72 80
2 6 13 18 23 30 34 39 45 50 55 59 63 70 75 80
2 6 12 18 23 30 33 39 45 50 55 60 63 69 72 80
5 10 15 20 25 30 35 39 45 50 54 56 65 70 75 79
5 7 15 20 24 30 34 38 45 50 52 59 65 70 75 80
5 10 14 20 23 29 34 40 45 50 55 60 64 70 75 80
4 6 14 20 24 30 31 39 45 50 51 59 64 69 75 80
5 10 15 20 25 30 33 39 45 50 52 59 65 68 75 80
4 6 13 18 23 28 35 38 45 50 55 57 63 70 73 78
5 6 15 19 25 30 33 40 45 48 55 60 65 69 75 79
3 6 14 19 24 30 31 38 42 50 51 60 64 68 75 80
5 10 15 20 25 30 32 39 45 48 55 59 65 70 75 80
5 8 15 20 24 27 35 40 45 50 55 58 64 70 74 79
5 9 15 20 25 30 33 40 43 50 55 60 65 70 75 80
5 10 15 20 24 26 35 40 43 50 55 60 65 70 72 80
5 10 15 20 25 30 34 40 45 50 52 56 64 70 75 80
5 6 15 20 24 30 31 40 45 49 55 60 65 70 72 80
5 8 15 20 24 29 34 40 45 48 55 60 65 70 75 80
2 6 11 17 23 27 34 40 45 49 55 60 62 70 75 80
5 10 15 20 25 30 34 39 45 50 53 58 64 70 75 80
5 8 15 20 25 29 34 40 44 49 55 60 65 70 75 80
3 8 13 20 24 28 32 38 45 46 51 59 62 69 73 79
4 10 15 20 25 29 34 40 45 48 55 57 65 70 75 80
